Qwen kernel mode: off
loading /home/alex/models/qwen3-1.7b-hf
Loading weights:   0%|          | 0/311 [00:00<?, ?it/s]Loading weights: 100%|██████████| 311/311 [00:00<00:00, 14290.41it/s]
[  1m40s +  5.20s]   prompt 19/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=48.372  max_d_mean=1.75e-01
[  1m45s +  5.19s]   prompt 20/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=31.630  max_d_mean=9.11e-02
[  1m51s +  6.18s]   prompt 21/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=32.793  max_d_mean=8.81e-02
[  1m56s +  5.02s]   prompt 22/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=67.273  max_d_mean=1.99e-01
[  2m02s +  6.29s]   prompt 23/204  seq_len=37 n_valid=20  6s  max||J||/sqrt(d)=12.825  max_d_mean=5.61e-02
[  2m07s +  5.01s]   prompt 24/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=32.254  max_d_mean=1.05e-01
[  2m12s +  5.18s]   prompt 25/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=38.703  max_d_mean=9.76e-02
[  2m18s +  5.22s]   prompt 26/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=31.834  max_d_mean=6.45e-02
[  2m23s +  5.53s]   prompt 27/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=28.928  max_d_mean=6.28e-02
[  2m28s +  4.94s]   prompt 28/204  seq_len=23 n_valid=6  5s  max||J||/sqrt(d)=44.270  max_d_mean=9.60e-02
[  2m34s +  6.04s]   prompt 29/204  seq_len=35 n_valid=18  6s  max||J||/sqrt(d)=36.919  max_d_mean=7.91e-02
[  2m39s +  5.05s]   prompt 30/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=43.986  max_d_mean=8.36e-02
[  2m44s +  4.66s]   prompt 31/204  seq_len=19 n_valid=2  4s  max||J||/sqrt(d)=19.393  max_d_mean=5.14e-02
[  2m49s +  5.20s]   prompt 32/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=28.341  max_d_mean=4.46e-02
[  2m54s +  5.12s]   prompt 33/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=31.513  max_d_mean=5.17e-02
[  3m00s +  5.88s]   prompt 34/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=18.829  max_d_mean=4.71e-02
[  3m05s +  5.05s]   prompt 35/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=25.456  max_d_mean=5.74e-02
[  3m11s +  5.52s]   prompt 36/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=54.087  max_d_mean=9.82e-02
[  3m16s +  5.59s]   prompt 37/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=52.811  max_d_mean=8.96e-02
[  3m22s +  5.22s]   prompt 38/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=25.810  max_d_mean=3.70e-02
[  3m27s +  5.10s]   prompt 39/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=104.285  max_d_mean=1.77e-01
[  3m32s +  5.59s]   prompt 40/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=24.196  max_d_mean=4.74e-02
[  3m39s +  6.41s]   prompt 41/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=40.911  max_d_mean=7.30e-02
[  3m45s +  5.88s]   prompt 42/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=35.295  max_d_mean=5.08e-02
[  3m51s +  6.38s]   prompt 43/204  seq_len=38 n_valid=21  6s  max||J||/sqrt(d)=23.187  max_d_mean=4.29e-02
[  3m56s +  5.19s]   prompt 44/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=27.724  max_d_mean=3.16e-02
[  4m01s +  5.19s]   prompt 45/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=21.443  max_d_mean=3.88e-02
[  4m05s +  4.08s]   prompt 46/204  seq_len=21 n_valid=4  4s  max||J||/sqrt(d)=12.037  max_d_mean=2.96e-02
[  4m11s +  6.06s]   prompt 47/204  seq_len=35 n_valid=18  6s  max||J||/sqrt(d)=28.449  max_d_mean=4.78e-02
[  4m17s +  5.12s]   prompt 48/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=20.362  max_d_mean=3.79e-02
[  4m22s +  5.90s]   prompt 49/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=73.241  max_d_mean=1.07e-01
[  4m28s +  5.20s]   prompt 50/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=17.721  max_d_mean=3.19e-02
[  4m34s +  6.13s]   prompt 51/204  seq_len=23 n_valid=6  5s  max||J||/sqrt(d)=21.544  max_d_mean=3.87e-02
[  4m39s +  5.13s]   prompt 52/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=28.625  max_d_mean=3.34e-02
[  4m44s +  5.05s]   prompt 53/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=51.365  max_d_mean=6.60e-02
[  4m49s +  5.18s]   prompt 54/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=86.411  max_d_mean=1.15e-01
[  4m54s +  5.13s]   prompt 55/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=36.212  max_d_mean=3.98e-02
[  4m59s +  5.15s]   prompt 56/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=25.389  max_d_mean=2.60e-02
[  5m05s +  5.18s]   prompt 57/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=17.534  max_d_mean=2.74e-02
[  5m10s +  5.16s]   prompt 58/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=45.185  max_d_mean=5.10e-02
[  5m16s +  5.98s]   prompt 59/204  seq_len=34 n_valid=17  6s  max||J||/sqrt(d)=19.637  max_d_mean=3.01e-02
[  5m21s +  5.12s]   prompt 60/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=51.600  max_d_mean=5.76e-02
[  5m27s +  6.41s]   prompt 61/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=19.134  max_d_mean=2.74e-02
[  5m32s +  5.12s]   prompt 62/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=21.661  max_d_mean=1.74e-02
[  5m38s +  5.53s]   prompt 63/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=31.448  max_d_mean=4.02e-02
[  5m43s +  5.11s]   prompt 64/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=26.734  max_d_mean=3.49e-02
[  5m48s +  5.13s]   prompt 65/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=30.691  max_d_mean=2.97e-02
[  5m53s +  5.12s]   prompt 66/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=26.039  max_d_mean=2.34e-02
[  5m58s +  5.07s]   prompt 67/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=23.865  max_d_mean=2.05e-02
[  6m04s +  5.53s]   prompt 68/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=30.425  max_d_mean=3.58e-02
[  6m09s +  5.16s]   prompt 69/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=53.252  max_d_mean=5.42e-02
[  6m14s +  5.12s]   prompt 70/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=67.019  max_d_mean=7.29e-02
[  6m21s +  7.07s]   prompt 71/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=26.205  max_d_mean=2.13e-02
[  6m27s +  5.97s]   prompt 72/204  seq_len=34 n_valid=17  6s  max||J||/sqrt(d)=30.761  max_d_mean=2.79e-02
[  6m33s +  5.90s]   prompt 73/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=26.470  max_d_mean=2.09e-02
[  6m38s +  5.20s]   prompt 74/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=32.510  max_d_mean=2.68e-02
[  6m43s +  5.12s]   prompt 75/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=56.151  max_d_mean=5.29e-02
[  6m49s +  5.19s]   prompt 76/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=109.740  max_d_mean=1.05e-01
[  6m54s +  5.19s]   prompt 77/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=57.105  max_d_mean=4.96e-02
[  6m59s +  4.94s]   prompt 78/204  seq_len=23 n_valid=6  5s  max||J||/sqrt(d)=20.745  max_d_mean=2.26e-02
[  7m04s +  4.96s]   prompt 79/204  seq_len=23 n_valid=6  5s  max||J||/sqrt(d)=14.590  max_d_mean=1.92e-02
[  7m09s +  5.11s]   prompt 80/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=31.200  max_d_mean=2.19e-02
[  7m15s +  6.41s]   prompt 81/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=62.012  max_d_mean=5.30e-02
[  7m20s +  4.95s]   prompt 82/204  seq_len=23 n_valid=6  5s  max||J||/sqrt(d)=14.986  max_d_mean=1.76e-02
[  7m25s +  5.11s]   prompt 83/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=26.449  max_d_mean=1.93e-02
[  7m31s +  5.90s]   prompt 84/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=31.548  max_d_mean=3.11e-02
[  7m37s +  5.89s]   prompt 85/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=43.830  max_d_mean=3.47e-02
[  7m43s +  5.59s]   prompt 86/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=29.974  max_d_mean=2.78e-02
[  7m50s +  7.11s]   prompt 87/204  seq_len=41 n_valid=24  7s  max||J||/sqrt(d)=22.879  max_d_mean=2.28e-02
[  7m56s +  5.90s]   prompt 88/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=25.646  max_d_mean=1.67e-02
[  8m01s +  5.12s]   prompt 89/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=30.996  max_d_mean=2.03e-02
[  8m05s +  4.07s]   prompt 90/204  seq_len=21 n_valid=4  4s  max||J||/sqrt(d)=22.002  max_d_mean=2.13e-02
[  8m11s +  6.27s]   prompt 91/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=35.966  max_d_mean=2.41e-02
[  8m16s +  5.17s]   prompt 92/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=55.457  max_d_mean=4.16e-02
[  8m21s +  5.06s]   prompt 93/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=34.965  max_d_mean=2.29e-02
[  8m27s +  5.18s]   prompt 94/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=39.701  max_d_mean=2.60e-02
[  8m32s +  5.25s]   prompt 95/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=19.445  max_d_mean=1.81e-02
[  8m37s +  5.14s]   prompt 96/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=15.809  max_d_mean=1.57e-02
[  8m43s +  6.07s]   prompt 97/204  seq_len=35 n_valid=18  6s  max||J||/sqrt(d)=36.528  max_d_mean=2.95e-02
[  8m48s +  5.07s]   prompt 98/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=38.733  max_d_mean=2.67e-02
[  8m54s +  6.40s]   prompt 99/204  seq_len=38 n_valid=21  6s  max||J||/sqrt(d)=18.663  max_d_mean=1.70e-02
[  8m59s +  5.02s]   prompt 100/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=23.092  max_d_mean=2.01e-02
[  9m06s +  6.69s]   prompt 101/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=29.488  max_d_mean=2.41e-02
[  9m12s +  5.60s]   prompt 102/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=33.988  max_d_mean=2.22e-02
[  9m17s +  5.60s]   prompt 103/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=38.552  max_d_mean=2.54e-02
[  9m21s +  3.59s]   prompt 104/204  seq_len=19 n_valid=2  4s  max||J||/sqrt(d)=12.533  max_d_mean=1.33e-02
[  9m26s +  5.06s]   prompt 105/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=34.235  max_d_mean=2.05e-02
[  9m31s +  5.24s]   prompt 106/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=49.019  max_d_mean=3.16e-02
[  9m36s +  5.18s]   prompt 107/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=25.399  max_d_mean=1.33e-02
[  9m43s +  6.33s]   prompt 108/204  seq_len=37 n_valid=20  6s  max||J||/sqrt(d)=15.246  max_d_mean=1.38e-02
[  9m48s +  5.11s]   prompt 109/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=38.808  max_d_mean=2.28e-02
[  9m53s +  5.12s]   prompt 110/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=45.861  max_d_mean=2.97e-02
[  9m59s +  6.25s]   prompt 111/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=41.395  max_d_mean=2.50e-02
[ 10m04s +  5.24s]   prompt 112/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=13.326  max_d_mean=1.23e-02
[ 10m11s +  6.07s]   prompt 113/204  seq_len=35 n_valid=18  6s  max||J||/sqrt(d)=31.700  max_d_mean=1.85e-02
[ 10m16s +  5.12s]   prompt 114/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=31.483  max_d_mean=1.71e-02
[ 10m22s +  5.97s]   prompt 115/204  seq_len=34 n_valid=17  6s  max||J||/sqrt(d)=28.056  max_d_mean=1.47e-02
[ 10m27s +  5.61s]   prompt 116/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=35.615  max_d_mean=1.97e-02
[ 10m34s +  7.12s]   prompt 117/204  seq_len=41 n_valid=24  7s  max||J||/sqrt(d)=23.375  max_d_mean=1.71e-02
[ 10m39s +  4.15s]   prompt 118/204  seq_len=22 n_valid=5  4s  max||J||/sqrt(d)=21.098  max_d_mean=1.67e-02
[ 10m44s +  5.07s]   prompt 119/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=39.881  max_d_mean=2.19e-02
[ 10m49s +  5.06s]   prompt 120/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=45.884  max_d_mean=2.67e-02
[ 10m55s +  6.29s]   prompt 121/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=32.902  max_d_mean=1.60e-02
[ 11m00s +  5.11s]   prompt 122/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=20.889  max_d_mean=1.50e-02
[ 11m05s +  5.18s]   prompt 123/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=17.680  max_d_mean=1.35e-02
[ 11m11s +  5.60s]   prompt 124/204  seq_len=32 n_valid=15  6s  max||J||/sqrt(d)=27.420  max_d_mean=1.38e-02
[ 11m16s +  5.17s]   prompt 125/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=37.070  max_d_mean=1.94e-02
[ 11m21s +  5.09s]   prompt 126/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=39.193  max_d_mean=2.03e-02
[ 11m24s +  3.40s]   prompt 127/204  seq_len=18 n_valid=1  3s  max||J||/sqrt(d)=32.252  max_d_mean=2.16e-02
[ 11m30s +  5.03s]   prompt 128/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=16.687  max_d_mean=1.25e-02
[ 11m35s +  5.23s]   prompt 129/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=32.307  max_d_mean=1.44e-02
[ 11m40s +  5.17s]   prompt 130/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=14.795  max_d_mean=1.12e-02
[ 11m46s +  6.26s]   prompt 131/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=23.732  max_d_mean=1.55e-02
[ 11m51s +  5.12s]   prompt 132/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=41.860  max_d_mean=2.11e-02
[ 11m57s +  5.20s]   prompt 133/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=31.217  max_d_mean=1.51e-02
[ 12m03s +  6.06s]   prompt 134/204  seq_len=35 n_valid=18  6s  max||J||/sqrt(d)=35.090  max_d_mean=1.74e-02
[ 12m08s +  5.20s]   prompt 135/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=55.372  max_d_mean=2.80e-02
[ 12m13s +  5.06s]   prompt 136/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=26.067  max_d_mean=1.16e-02
[ 12m19s +  5.92s]   prompt 137/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=43.472  max_d_mean=2.14e-02
[ 12m24s +  5.05s]   prompt 138/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=14.506  max_d_mean=1.08e-02
[ 12m29s +  5.12s]   prompt 139/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=20.653  max_d_mean=8.22e-03
[ 12m34s +  5.12s]   prompt 140/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=38.271  max_d_mean=1.75e-02
[ 12m40s +  6.19s]   prompt 141/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=17.710  max_d_mean=1.15e-02
[ 12m46s +  5.91s]   prompt 142/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=31.478  max_d_mean=1.40e-02
[ 12m51s +  5.12s]   prompt 143/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=51.227  max_d_mean=2.53e-02
[ 12m56s +  5.12s]   prompt 144/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=19.315  max_d_mean=1.20e-02
[ 13m02s +  5.55s]   prompt 145/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=36.750  max_d_mean=2.01e-02
[ 13m07s +  5.19s]   prompt 146/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=23.132  max_d_mean=1.36e-02
[ 13m12s +  5.25s]   prompt 147/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=21.300  max_d_mean=8.27e-03
[ 13m18s +  5.23s]   prompt 148/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=40.734  max_d_mean=1.84e-02
[ 13m21s +  3.62s]   prompt 149/204  seq_len=20 n_valid=3  4s  max||J||/sqrt(d)=11.746  max_d_mean=9.99e-03
[ 13m26s +  5.18s]   prompt 150/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=15.321  max_d_mean=1.00e-02
[ 13m33s +  6.27s]   prompt 151/204  seq_len=30 n_valid=13  5s  max||J||/sqrt(d)=62.868  max_d_mean=3.10e-02
[ 13m38s +  5.24s]   prompt 152/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=22.574  max_d_mean=8.46e-03
[ 13m44s +  5.97s]   prompt 153/204  seq_len=34 n_valid=17  6s  max||J||/sqrt(d)=24.900  max_d_mean=1.41e-02
[ 13m49s +  5.19s]   prompt 154/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=24.153  max_d_mean=1.35e-02
[ 13m55s +  6.34s]   prompt 155/204  seq_len=37 n_valid=20  6s  max||J||/sqrt(d)=15.764  max_d_mean=9.90e-03
[ 14m02s +  6.56s]   prompt 156/204  seq_len=40 n_valid=23  7s  max||J||/sqrt(d)=15.794  max_d_mean=9.96e-03
[ 14m07s +  5.03s]   prompt 157/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=13.518  max_d_mean=9.32e-03
[ 14m12s +  5.19s]   prompt 158/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=24.241  max_d_mean=8.79e-03
[ 14m16s +  3.54s]   prompt 159/204  seq_len=19 n_valid=2  4s  max||J||/sqrt(d)=10.483  max_d_mean=8.00e-03
[ 14m23s +  7.03s]   prompt 160/204  seq_len=42 n_valid=25  7s  max||J||/sqrt(d)=25.429  max_d_mean=1.39e-02
[ 14m29s +  6.27s]   prompt 161/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=66.798  max_d_mean=3.17e-02
[ 14m34s +  5.07s]   prompt 162/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=24.354  max_d_mean=9.49e-03
[ 14m41s +  7.29s]   prompt 163/204  seq_len=44 n_valid=27  7s  max||J||/sqrt(d)=39.760  max_d_mean=1.84e-02
[ 14m46s +  5.03s]   prompt 164/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=28.870  max_d_mean=1.07e-02
[ 14m51s +  5.07s]   prompt 165/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=28.503  max_d_mean=1.20e-02
[ 14m57s +  5.12s]   prompt 166/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=17.699  max_d_mean=1.04e-02
[ 15m03s +  5.99s]   prompt 167/204  seq_len=34 n_valid=17  6s  max||J||/sqrt(d)=40.054  max_d_mean=1.71e-02
[ 15m08s +  5.03s]   prompt 168/204  seq_len=24 n_valid=7  5s  max||J||/sqrt(d)=29.280  max_d_mean=1.07e-02
[ 15m13s +  5.21s]   prompt 169/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=40.037  max_d_mean=1.64e-02
[ 15m18s +  5.06s]   prompt 170/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=26.772  max_d_mean=1.43e-02
[ 15m24s +  6.22s]   prompt 171/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=29.909  max_d_mean=1.17e-02
[ 15m29s +  5.17s]   prompt 172/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=34.152  max_d_mean=1.36e-02
[ 15m33s +  3.55s]   prompt 173/204  seq_len=19 n_valid=2  4s  max||J||/sqrt(d)=20.894  max_d_mean=1.13e-02
[ 15m38s +  5.16s]   prompt 174/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=21.390  max_d_mean=1.10e-02
[ 15m43s +  5.17s]   prompt 175/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=18.388  max_d_mean=9.80e-03
[ 15m48s +  5.16s]   prompt 176/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=25.144  max_d_mean=1.25e-02
[ 15m54s +  5.20s]   prompt 177/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=26.329  max_d_mean=9.01e-03
[ 15m59s +  5.14s]   prompt 178/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=30.704  max_d_mean=1.08e-02
[ 16m04s +  5.55s]   prompt 179/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=34.188  max_d_mean=1.24e-02
[ 16m09s +  5.18s]   prompt 180/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=16.278  max_d_mean=8.74e-03
[ 16m16s +  6.21s]   prompt 181/204  seq_len=29 n_valid=12  5s  max||J||/sqrt(d)=32.113  max_d_mean=1.09e-02
[ 16m21s +  5.16s]   prompt 182/204  seq_len=27 n_valid=10  5s  max||J||/sqrt(d)=16.153  max_d_mean=8.93e-03
[ 16m26s +  5.24s]   prompt 183/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=52.407  max_d_mean=2.16e-02
[ 16m31s +  5.13s]   prompt 184/204  seq_len=25 n_valid=8  5s  max||J||/sqrt(d)=49.430  max_d_mean=1.94e-02
[ 16m37s +  5.91s]   prompt 185/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=25.354  max_d_mean=8.10e-03
[ 16m42s +  5.20s]   prompt 186/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=13.733  max_d_mean=7.64e-03
[ 16m48s +  5.92s]   prompt 187/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=36.535  max_d_mean=1.35e-02
[ 16m54s +  5.57s]   prompt 188/204  seq_len=31 n_valid=14  6s  max||J||/sqrt(d)=34.129  max_d_mean=1.16e-02
[ 17m00s +  6.36s]   prompt 189/204  seq_len=37 n_valid=20  6s  max||J||/sqrt(d)=15.067  max_d_mean=8.11e-03
[ 17m05s +  5.20s]   prompt 190/204  seq_len=26 n_valid=9  5s  max||J||/sqrt(d)=31.972  max_d_mean=1.42e-02
[ 17m12s +  7.06s]   prompt 191/204  seq_len=33 n_valid=16  6s  max||J||/sqrt(d)=14.816  max_d_mean=7.88e-03
[ 17m18s +  5.23s]   prompt 192/204  seq_len=28 n_valid=11  5s  max||J||/sqrt(d)=37.985  max_d_mean=1.46e-02
